Entry	Entry Name	Reviewed	Gene Names (primary)	Gene Names	Protein names	Organism (ID)	Keyword ID	Gene Ontology IDs
P55774	CCL18_HUMAN	reviewed	CCL18	CCL18 AMAC1 DCCK1 MIP4 PARC SCYA18	C-C motif chemokine 18 (Alternative macrophage activation-associated CC chemokine 1) (AMAC-1) (CC chemokine PARC) (Dendritic cell chemokine 1) (DC-CK1) (Macrophage inflammatory protein 4) (MIP-4) (Pulmonary and activation-regulated chemokine) (Small-inducible cytokine A18) [Cleaved into: CCL18(1-68); CCL18(3-69); CCL18(4-69)]	9606	KW-0002; KW-0145; KW-0202; KW-0903; KW-1015; KW-0395; KW-1267; KW-1185; KW-0964; KW-0732	GO:0005576; GO:0006935; GO:0006954; GO:0006955; GO:0007154; GO:0007165; GO:0007267; GO:0008009; GO:0030335; GO:0048020; GO:0060326; GO:0061844; GO:0070098
P56703	WNT3_HUMAN	reviewed	WNT3	WNT3 INT4	Proto-oncogene Wnt-3 (Proto-oncogene Int-4 homolog)	9606	KW-0002; KW-0217; KW-1015; KW-0272; KW-0325; KW-0449; KW-1267; KW-0656; KW-1185; KW-0964; KW-0732; KW-0879	GO:0000902; GO:0005109; GO:0005125; GO:0005576; GO:0005788; GO:0005796; GO:0005886; GO:0010628; GO:0019904; GO:0030177; GO:0030182; GO:0030666; GO:0031012; GO:0045165; GO:0045669; GO:0048018; GO:0050767; GO:0060070; GO:0060174; GO:0061180; GO:0070062; GO:0071300; GO:0072089; GO:1904948; GO:1990909; GO:2000739
P56704	WNT3A_HUMAN	reviewed	WNT3A	WNT3A	Protein Wnt-3a	9606	KW-0002; KW-0025; KW-0217; KW-1015; KW-0272; KW-0325; KW-0449; KW-1267; KW-1185; KW-0964; KW-0732; KW-0879	GO:0002092; GO:0003713; GO:0005102; GO:0005109; GO:0005125; GO:0005576; GO:0005788; GO:0005796; GO:0005886; GO:0007507; GO:0009986; GO:0010387; GO:0010467; GO:0010628; GO:0010977; GO:0019904; GO:0021846; GO:0030182; GO:0030666; GO:0031901; GO:0033278; GO:0035567; GO:0036465; GO:0039706; GO:0042802; GO:0045165; GO:0045893; GO:0045944; GO:0048018; GO:0048337; GO:0048643; GO:0050768; GO:0050804; GO:0050807; GO:0060070; GO:0060923; GO:0061184; GO:0062009; GO:0070062; GO:0071300; GO:0090263; GO:0090676; GO:0098793; GO:0098978; GO:0099054; GO:1903078; GO:1904339; GO:1904948; GO:1905539; GO:1905606; GO:1990851; GO:2000727
P56705	WNT4_HUMAN	reviewed	WNT4	WNT4 UNQ426/PRO864	Protein Wnt-4	9606	KW-0025; KW-0217; KW-0225; KW-1015; KW-0272; KW-0325; KW-0449; KW-1267; KW-1185; KW-0964; KW-0732; KW-0879	GO:0001822; GO:0001823; GO:0001837; GO:0001889; GO:0003714; GO:0005109; GO:0005125; GO:0005576; GO:0005737; GO:0005788; GO:0005796; GO:0005886; GO:0008584; GO:0009986; GO:0010629; GO:0010894; GO:0030182; GO:0030237; GO:0030325; GO:0030336; GO:0030501; GO:0030666; GO:0031012; GO:0032349; GO:0032967; GO:0035567; GO:0043410; GO:0045165; GO:0045669; GO:0045892; GO:0045893; GO:0046580; GO:0048018; GO:0051496; GO:0051894; GO:0060070; GO:0061045; GO:0061180; GO:0061184; GO:0061205; GO:0061369; GO:0070062; GO:0071560; GO:0072162; GO:2000019; GO:2000066; GO:2000180; GO:2000225
P56706	WNT7B_HUMAN	reviewed	WNT7B	WNT7B	Protein Wnt-7b	9606	KW-0217; KW-1015; KW-0272; KW-0325; KW-0449; KW-1267; KW-1185; KW-0964; KW-0732; KW-0879	GO:0001701; GO:0003338; GO:0005109; GO:0005125; GO:0005576; GO:0005788; GO:0005796; GO:0005886; GO:0016055; GO:0016332; GO:0021871; GO:0022009; GO:0030182; GO:0030324; GO:0030666; GO:0032364; GO:0032536; GO:0036516; GO:0042592; GO:0045165; GO:0045669; GO:0046330; GO:0048018; GO:0048144; GO:0048568; GO:0050808; GO:0051384; GO:0060070; GO:0060071; GO:0060425; GO:0060428; GO:0060482; GO:0060535; GO:0060560; GO:0060669; GO:0060710; GO:0061180; GO:0070062; GO:0070307; GO:0071300; GO:0072053; GO:0072054; GO:0072060; GO:0072061; GO:0072089; GO:0072205; GO:0072207; GO:0072236
P58499	FAM3B_HUMAN	reviewed	FAM3B	FAM3B C21orf11 C21orf76 PRED44 UNQ320/PRO365	Protein FAM3B (Cytokine-like protein 2-21) (Pancreatic-derived factor) (PANDER)	9606	KW-0025; KW-0053; KW-0202; KW-0903; KW-1015; KW-0325; KW-0430; KW-1267; KW-1185; KW-0964; KW-0732	GO:0005125; GO:0005576; GO:0007165; GO:0030073; GO:0070062
P60568	IL2_HUMAN	reviewed	IL2	IL2	Interleukin-2 (IL-2) (T-cell growth factor) (TCGF) (Aldesleukin)	9606	KW-0002; KW-1064; KW-0160; KW-0202; KW-0903; KW-1015; KW-0325; KW-0339; KW-0391; KW-0582; KW-1267; KW-0656; KW-1185; KW-0964; KW-0732	GO:0002366; GO:0002639; GO:0002903; GO:0005125; GO:0005134; GO:0005576; GO:0005893; GO:0006955; GO:0007155; GO:0007200; GO:0007204; GO:0007259; GO:0007267; GO:0008083; GO:0008284; GO:0019209; GO:0030101; GO:0030217; GO:0030246; GO:0030307; GO:0030890; GO:0031851; GO:0032740; GO:0034105; GO:0038110; GO:0042104; GO:0043066; GO:0043208; GO:0045471; GO:0045591; GO:0050729; GO:0060999; GO:0070665; GO:0097696; GO:1900100; GO:1901327; GO:1902107; GO:2000320
P61812	TGFB2_HUMAN	reviewed	TGFB2	TGFB2	Transforming growth factor beta-2 proprotein (Cetermin) (Glioblastoma-derived T-cell suppressor factor) (G-TSF) [Cleaved into: Latency-associated peptide (LAP); Transforming growth factor beta-2 (TGF-beta-2)]	9606	KW-0002; KW-0025; KW-0993; KW-0160; KW-0165; KW-0903; KW-0225; KW-1015; KW-0272; KW-0325; KW-0339; KW-0497; KW-1267; KW-1185; KW-0964; KW-0732	GO:0000902; GO:0001501; GO:0001540; GO:0001654; GO:0001666; GO:0001822; GO:0001837; GO:0001843; GO:0001942; GO:0003007; GO:0003148; GO:0003149; GO:0003179; GO:0003181; GO:0003184; GO:0003203; GO:0003215; GO:0003222; GO:0003274; GO:0003289; GO:0003407; GO:0005102; GO:0005114; GO:0005125; GO:0005160; GO:0005576; GO:0005768; GO:0007179; GO:0007435; GO:0007507; GO:0008083; GO:0008284; GO:0008285; GO:0008347; GO:0008584; GO:0009611; GO:0009792; GO:0010002; GO:0010628; GO:0010629; GO:0010634; GO:0010718; GO:0010936; GO:0016477; GO:0016525; GO:0023052; GO:0030097; GO:0030199; GO:0030307; GO:0030308; GO:0030326; GO:0030424; GO:0030593; GO:0030855; GO:0031012; GO:0031069; GO:0031093; GO:0032570; GO:0032874; GO:0032909; GO:0032956; GO:0033630; GO:0034714; GO:0035910; GO:0042060; GO:0042127; GO:0042416; GO:0042476; GO:0042704; GO:0042803; GO:0043025; GO:0043525; GO:0045216; GO:0045726; GO:0045747; GO:0045787; GO:0045823; GO:0046580; GO:0048103; GO:0048566; GO:0048666; GO:0048699; GO:0048839; GO:0050680; GO:0050714; GO:0050778; GO:0051794; GO:0051795; GO:0051891; GO:0051897; GO:0060038; GO:0060065; GO:0060317; GO:0060325; GO:0060391; GO:0060412; GO:0060413; GO:0061626; GO:0062009; GO:0090091; GO:0097191; GO:0099126; GO:1900182; GO:1902256; GO:1902895; GO:1903701; GO:1904238; GO:1904888; GO:1905006; GO:1905007
P78423	X3CL1_HUMAN	reviewed	CX3CL1	CX3CL1 FKN NTT SCYD1 A-152E5.2	Fractalkine (C-X3-C motif chemokine 1) (CX3C membrane-anchored chemokine) (Neurotactin) (Small-inducible cytokine D1) [Cleaved into: Processed fractalkine]	9606	KW-0002; KW-0130; KW-1003; KW-0145; KW-0202; KW-1015; KW-0325; KW-0945; KW-0395; KW-0472; KW-1267; KW-1185; KW-0964; KW-0732; KW-0812; KW-1133	GO:0001774; GO:0001954; GO:0002052; GO:0002523; GO:0002931; GO:0005102; GO:0005178; GO:0005576; GO:0005886; GO:0006935; GO:0006952; GO:0006954; GO:0006955; GO:0007155; GO:0007186; GO:0007267; GO:0008009; GO:0008284; GO:0009986; GO:0010812; GO:0010976; GO:0016020; GO:0016322; GO:0019221; GO:0030335; GO:0030336; GO:0030595; GO:0031664; GO:0031737; GO:0032233; GO:0032690; GO:0032691; GO:0032715; GO:0032720; GO:0033622; GO:0035425; GO:0042056; GO:0042995; GO:0043005; GO:0043025; GO:0043066; GO:0043123; GO:0043410; GO:0045237; GO:0045944; GO:0048020; GO:0048167; GO:0048245; GO:0048471; GO:0048661; GO:0050729; GO:0050767; GO:0050902; GO:0050918; GO:0051041; GO:0051281; GO:0051897; GO:0060326; GO:0061518; GO:0061844; GO:0070050; GO:0070098; GO:0070374; GO:0098609; GO:0098883; GO:0110091; GO:1900450; GO:1903979; GO:1904141; GO:2001223; GO:2001234
P78556	CCL20_HUMAN	reviewed	CCL20	CCL20 LARC MIP3A SCYA20	C-C motif chemokine 20 (Beta-chemokine exodus-1) (CC chemokine LARC) (Liver and activation-regulated chemokine) (Macrophage inflammatory protein 3 alpha) (MIP-3-alpha) (Small-inducible cytokine A20) [Cleaved into: CCL20(1-67); CCL20(1-64); CCL20(2-70)]	9606	KW-0002; KW-0025; KW-0044; KW-0929; KW-0145; KW-0202; KW-0903; KW-1015; KW-0395; KW-1267; KW-1185; KW-0964; KW-0732	GO:0005576; GO:0006935; GO:0006954; GO:0006955; GO:0007165; GO:0007267; GO:0008009; GO:0019722; GO:0031731; GO:0060326; GO:0072678; GO:0072679; GO:2000406
